iter	MAPE
504	0.5200054824
505	0.5200054704
506	0.520005236
507	0.520005241
508	0.5200052589
509	0.520004608
510	0.520004602
511	0.5200043911
512	0.5200043984
513	0.520004405
514	0.5200038176
515	0.5199835223
516	0.519982051
517	0.5199752457
518	0.5199752389
519	0.5199752301
520	0.5199724329
521	0.5199620347
522	0.5199260997
523	0.5199257665
524	0.5199257618
525	0.51992575
526	0.5199257435
527	0.5199166831
528	0.5199166766
529	0.5199166746
530	0.5199166695
531	0.5199126496
532	0.5198999666
533	0.5198998113
534	0.5198995971
535	0.5198995887
536	0.5198777529
537	0.5198729392
538	0.519869211
539	0.5198692037
540	0.5198686865
541	0.5198688698
542	0.519867645
543	0.5198649048
544	0.519863917
545	0.5198639111
546	0.5198637971
547	0.5198614392
548	0.5198604469
549	0.5198593138
550	0.5198593081
551	0.5198593076
552	0.5198588522
553	0.5198263757
554	0.5198235703
555	0.519822856
556	0.5198214638
557	0.5198203912
558	0.5193971149
559	0.5193715301
560	0.5193673058
561	0.519366649
562	0.5193666448
563	0.5193666411
564	0.5193663061
565	0.5193661863
566	0.519366183
567	0.5193661687
568	0.5193655779
569	0.5193650584
570	0.5193650557
571	0.519364915
572	0.5193644352
573	0.5193640034
574	0.5193705728
575	0.5193705704
576	0.5193705681
577	0.5193705569
578	0.519370555
579	0.5193694203
580	0.5193647421
581	0.5193426584
582	0.5193362931
583	0.5193326384
584	0.5193326363
585	0.5193325192
586	0.5193324037
587	0.5193318069
588	0.519331707
589	0.5193311698
590	0.5193306864
591	0.5193306842
592	0.5193306822
593	0.5193306194
594	0.5193305302
595	0.5193127536
596	0.5193070325
597	0.5190565532
598	0.5190492367
599	0.5190488767
600	0.5190488256
601	0.5190458381
602	0.5190458312
603	0.519045825
604	0.5190458194
605	0.5190455056
606	0.5190455036
607	0.5190452212
608	0.5190452196
609	0.5190430424
610	0.5190214204
611	0.5190214189
612	0.5190214174
613	0.5190214161
614	0.5190135803
615	0.5190135791
616	0.5190133512
617	0.5190131361
618	0.519013135
619	0.5190129512
620	0.5190129502
621	0.5190129492
622	0.5190129453
623	0.5190129445
624	0.5190129437
625	0.5190129431
626	0.5190129425
627	0.5190129419
628	0.5190129415
629	0.519012941
630	0.5190129406
631	0.5190129403
632	0.51901294
633	0.5190129397
634	0.5190129394
635	0.5190129365
636	0.5190129362
637	0.5190129336
638	0.5190129334
639	0.5190129331
640	0.5190129329
641	0.5190129327
642	0.5190129325
643	0.5190129324
644	0.5190129322
645	0.5190129321
646	0.519012932
647	0.5190129319
648	0.5190129318
649	0.5190129317
650	0.5190129316
651	0.5190129316
652	0.5190129315
653	0.5190129314
654	0.5190129314
655	0.5190129313
656	0.5190129313
657	0.5190129313
658	0.5190129312
659	0.5190129312
660	0.5190129312
661	0.5190129312
662	0.5190129311
663	0.5190129311
664	0.5190129311
665	0.5190129311
666	0.5190129311
667	0.5190129311
668	0.519012931
669	0.519012931
670	0.519012931
671	0.519012931
672	0.519012931
673	0.519012931
674	0.519012931
675	0.519012931
676	0.519012931
677	0.519012931
678	0.519012931
679	0.519012931
680	0.519012931
681	0.519012931
682	0.519012931
683	0.519012931
684	0.519012931
685	0.519012931
686	0.519012931
687	0.519012931
688	0.519012931
689	0.519012931
690	0.519012931
691	0.519012931
692	0.519012931
693	0.519012931
694	0.519012931
695	0.519012931
696	0.519012931
697	0.519012931
698	0.519012931
699	0.519012931
700	0.519012931
701	0.519012931
702	0.5190129309
703	0.5190129309
704	0.5190129309
705	0.5190129309
706	0.5190129309
707	0.5190129309
708	0.5190129309
709	0.5190129309
710	0.5190129309
711	0.5190129309
712	0.5190129309
713	0.5190129309
714	0.5190129309
715	0.5190129309
716	0.5190129309
717	0.5190129309
718	0.5190129309
719	0.5190129309
720	0.5190129309
721	0.5190129309
722	0.5190129309
723	0.5190129309
724	0.5190129309
725	0.5190129309
726	0.5190129309
727	0.5190129309
728	0.5190129309
729	0.5190129309
730	0.5190129309
731	0.5190129309
732	0.5190129309
733	0.5190129309
734	0.5190129309
735	0.5190129309
736	0.5190129309
737	0.5190129309
738	0.5190129309
739	0.5190129309
740	0.5190129309
741	0.5190129309
742	0.5190129309
743	0.5190129309
744	0.5190129309
745	0.5190129309
746	0.5190129309
747	0.5190129309
748	0.5190129309
749	0.5190129309
750	0.5190129309
751	0.5190129309
752	0.5190129309
753	0.5190129309
754	0.5190129309
755	0.5190129309
756	0.5190129309
757	0.5190129309
758	0.5190129309
759	0.5190129309
760	0.5190129309
761	0.5190129309
762	0.5190129309
763	0.5190129309
764	0.5190129309
765	0.5190129309
766	0.5190129309
767	0.5190129309
768	0.5190129309
769	0.5190129309
770	0.5190129309
771	0.5190129309
772	0.5190129309
773	0.5190129309
774	0.5190129309
775	0.5190129309
776	0.5190129309
777	0.5190129309
778	0.5190129309
779	0.5190129309
780	0.5190129309
781	0.5190129309
782	0.5190129309
783	0.5190129309
784	0.5190129309
785	0.5190129309
786	0.5190129309
787	0.5190129309
788	0.5190129309
789	0.5190129309
790	0.5190129309
791	0.5190129309
792	0.5190129309
793	0.5190129309
794	0.5190129309
795	0.5190129309
796	0.5190129309
797	0.5190129309
798	0.5190129309
799	0.5190129309
800	0.5190129309
801	0.5190129309
802	0.5190129309
803	0.5190129309
804	0.5190129309
805	0.5190129309
806	0.5190129309
807	0.5190129309
808	0.5190129309
809	0.5190129309
810	0.5190129309
811	0.5190129309
812	0.5190129309
813	0.5190129309
814	0.5190129309
815	0.5190129309
816	0.5190129309
817	0.5190129309
818	0.5190129309
819	0.5190129309
820	0.5190129309
821	0.5190129309
822	0.5190129309
823	0.5190129309
824	0.5190129309
825	0.5190129309
826	0.5190129309
827	0.5190129309
828	0.5190129309
829	0.5190129309
830	0.5190129309
831	0.5190129309
832	0.5190129309
833	0.5190129309
834	0.5190129309
835	0.5190129309
836	0.5190129309
837	0.5190129309
838	0.5190129309
839	0.5190129309
840	0.5190129309
841	0.5190129309
842	0.5190129309
843	0.5190129309
844	0.5190129309
845	0.5190129309
846	0.5190129309
847	0.5190129309
848	0.5190129309
849	0.5190129309
850	0.5190129309
851	0.5190129309
852	0.5190129309
853	0.5190129309
854	0.5190129309
855	0.5190129309
856	0.5190129309
857	0.5190129309
858	0.5190129309
859	0.5190129309
860	0.5190129309
861	0.5190129309
862	0.5190129309
863	0.5190129309
864	0.5190129309
865	0.5190129309
866	0.5190129309
867	0.5190129309
868	0.5190129309
869	0.5190129309
870	0.5190129309
871	0.5190129309
872	0.5190129309
873	0.5190129309
874	0.5190129309
875	0.5190129309
876	0.5190129309
877	0.5190129309
878	0.5190129309
879	0.5190129309
880	0.5190129309
881	0.5190129309
882	0.5190129309
883	0.5190129309
884	0.5190129309
885	0.5190129309
886	0.5190129309
887	0.5190129309
888	0.5190129309
889	0.5190129309
890	0.5190129309
891	0.5190129309
892	0.5190129309
893	0.5190129309
894	0.5190129309
895	0.5190129309
896	0.5190129309
897	0.5190129309
898	0.5190129309
899	0.5190129309
900	0.5190129309
901	0.5190129309
902	0.5190129309
903	0.5190129309
904	0.5190129309
905	0.5190129309
906	0.5190129309
907	0.5190129309
908	0.5190129309
909	0.5190129309
910	0.5190129309
911	0.5190129309
912	0.5190129309
913	0.5190129309
914	0.5190129309
915	0.5190129309
916	0.5190129309
917	0.5190129309
918	0.5190129309
919	0.5190129309
